session_id,customer_id,station_id,connection_id,date_id,kwh_charged,duration_minutes,revenue_usd,cost_usd
1473,3537240534,507930,873007,20260820,8.45,10,3.38,1.52
1474,3914761068,507823,872804,20260819,76.29,81,30.52,13.73
1476,1121757395,507826,872809,20260813,84.44,47,33.78,15.2
1477,3810736561,507891,872917,20260816,10.9,15,4.36,1.96
1478,2452827620,507820,872799,20260810,49.31,95,19.72,8.88
1479,3626997552,508001,873171,20260824,82.54,34,33.02,14.86
1480,3667737535,507763,872671,20260822,46.85,91,18.74,8.43
1481,2890882664,507802,872769,20260826,55.35,26,22.14,9.96
1482,957510284,507919,872977,20260815,60.66,70,24.26,10.92
1483,3864482679,507866,872874,20260903,41.36,21,16.54,7.44
1484,929276698,507779,872726,20260905,55.2,15,22.08,9.94
1485,1093388756,508019,873196,20260816,51.75,99,20.7,9.32
1486,310936314,508005,873175,20260812,77.09,36,30.84,13.88
1487,952877744,507822,872802,20260820,8.64,17,3.46,1.56
1488,1061210013,507891,872917,20260905,27.48,92,10.99,4.95
1489,3995905764,508000,873170,20260819,81.03,115,32.41,14.59
1490,1442711405,507714,872553,20260820,76.22,74,30.49,13.72
1491,298894217,507822,872802,20260821,41.45,66,16.58,7.46
1493,4145739065,507806,872774,20260904,27.19,118,10.88,4.89
1494,8442316,507919,872980,20260812,20.05,108,8.02,3.61
1495,3641211812,508008,873180,20260825,42.1,49,16.84,7.58
1496,429653061,508017,873193,20260829,33.27,23,13.31,5.99
1497,3918957902,507825,872808,20260830,51.69,44,20.68,9.3
1498,2830934722,507920,872989,20260818,11.22,57,4.49,2.02
1499,3038840995,507919,872983,20260901,82.95,118,33.18,14.93
1501,2356780844,507806,872775,20260905,60.85,65,24.34,10.95
1502,4202920877,507931,873009,20260905,47.89,58,19.16,8.62
1503,3736877629,507920,872991,20260822,29.76,22,11.9,5.36
1504,2902785885,507779,872725,20260827,70.1,70,28.04,12.62
1505,903315628,507763,872660,20260809,59.78,111,23.91,10.76
1506,3249806828,507820,872796,20260907,18.01,58,7.2,3.24
1508,1848344297,508020,873197,20260907,70.8,71,28.32,12.74
1509,227073175,507828,872811,20260819,80.98,17,32.39,14.58
1510,1989717287,507763,872662,20260820,63.06,52,25.22,11.35
1511,4278615686,507808,872782,20260813,54.07,29,21.63,9.73
1512,163004476,507823,872804,20260823,38.46,106,15.38,6.92
1514,653070079,507803,872770,20260815,74.29,48,29.72,13.37
1515,4125473287,507763,872676,20260822,8.62,94,3.45,1.55
1516,647291637,507738,872623,20260828,7.11,58,2.84,1.28
1517,4046450302,507741,872629,20260818,35.12,73,14.05,6.32
1518,2822359645,507810,872784,20260903,69.84,71,27.94,12.57
1519,3885529198,507920,872991,20260903,83.98,115,33.59,15.12
1520,3926574876,508018,873194,20260816,17.03,116,6.81,3.07
1521,3135531745,507763,872657,20260901,52.53,63,21.01,9.46
1522,855743096,507919,872986,20260825,35.47,114,14.19,6.38
1523,2902980819,507919,872976,20260831,82.59,18,33.04,14.87
1524,1422291967,508007,873179,20260815,72.37,97,28.95,13.03
1525,3679041470,507802,872769,20260827,72.07,46,28.83,12.97
1526,2904858227,507867,872875,20260813,42.5,58,17.0,7.65
1527,1145320641,507922,872996,20260809,38.19,50,15.28,6.87
1528,2131267261,507890,872915,20260903,26.87,26,10.75,4.84
1530,2234367545,507763,872676,20260821,74.18,30,29.67,13.35
1531,2988778154,507715,872554,20260826,70.03,60,28.01,12.61
1532,3712693990,507763,872666,20260819,84.98,68,33.99,15.3
1533,803560453,507919,872978,20260809,84.73,48,33.89,15.25
1534,2510439021,507806,872777,20260907,49.43,64,19.77,8.9
1535,863751075,507780,872727,20260811,66.52,50,26.61,11.97
1536,3741261288,507933,873011,20260823,80.58,48,32.23,14.5
1537,823748398,507920,872988,20260814,72.97,22,29.19,13.13
1538,3832164478,507742,872630,20260810,24.79,73,9.92,4.46
1539,3064806139,508002,873172,20260823,41.04,20,16.42,7.39
1540,327758758,507811,872785,20260814,15.33,119,6.13,2.76
1541,773242073,507763,872670,20260820,81.32,28,32.53,14.64
1542,2629726113,507919,872986,20260827,53.49,20,21.4,9.63
1544,2113914099,507920,872988,20260906,58.74,55,23.5,10.57
1545,3854389447,507959,873058,20260828,54.45,54,21.78,9.8
1547,3809217806,508013,873188,20260822,14.08,49,5.63,2.53
1548,3785228382,507825,872807,20260826,58.73,117,23.49,10.57
1549,1649717060,507919,872983,20260830,46.62,28,18.65,8.39
1550,3229487325,508018,873194,20260820,66.79,85,26.72,12.02
1551,752069801,507930,873007,20260813,46.61,81,18.64,8.39
1552,582750141,507919,872979,20260904,73.17,81,29.27,13.17
1553,386409058,508000,873170,20260811,49.15,70,19.66,8.85
1554,965470525,507919,872984,20260822,49.88,118,19.95,8.98
1555,1243493882,507771,872714,20260814,75.13,21,30.05,13.52
1556,1791115863,507920,872991,20260813,37.28,70,14.91,6.71
1557,3850606096,507919,872985,20260906,15.72,42,6.29,2.83
1558,3283651921,507814,872788,20260811,7.3,54,2.92,1.31
1559,2098627143,507811,872785,20260820,65.41,99,26.16,11.77
1560,968636902,507818,872793,20260905,54.62,112,21.85,9.83
1561,2983243519,507956,873053,20260811,61.33,101,24.53,11.04
1562,2516969499,507921,872994,20260906,22.04,78,8.82,3.97
1563,4167759411,508022,873199,20260819,15.91,17,6.36,2.86
1564,3754606294,507809,872783,20260815,6.16,34,2.46,1.11
1565,500800200,507818,872793,20260822,33.05,100,13.22,5.95
1566,2440261305,507919,872982,20260814,52.19,55,20.88,9.39
1567,535135794,507763,872658,20260817,36.38,96,14.55,6.55
1568,3952607393,507820,872797,20260809,40.0,39,16.0,7.2
1569,547982188,507808,872782,20260809,77.33,118,30.93,13.92
1570,3125811323,507817,872792,20260820,32.86,56,13.14,5.91
1571,2958110602,507828,872811,20260809,46.12,96,18.45,8.3
1572,1926911534,507825,872807,20260821,67.69,58,27.08,12.18
1573,1210091159,507990,873122,20260814,36.72,56,14.69,6.61
1574,2769427279,507763,872659,20260903,54.77,93,21.91,9.86
1575,978336724,507763,872674,20260811,73.99,91,29.6,13.32
1576,297480183,507763,872677,20260830,80.96,27,32.38,14.57
1578,366738754,507867,872875,20260830,79.13,77,31.65,14.24
1580,476144427,507806,872775,20260902,25.66,42,10.26,4.62
1581,33766504,507746,872635,20260830,41.73,45,16.69,7.51
1582,2285208683,507919,872976,20260811,83.4,91,33.36,15.01
1583,821861460,507892,872918,20260828,44.41,110,17.76,7.99
1584,1043363084,507827,872810,20260813,31.3,28,12.52,5.63
1585,315657627,507990,873122,20260830,55.67,37,22.27,10.02
1586,1919591843,507920,872989,20260812,24.21,49,9.68,4.36
1587,3864398752,507919,872976,20260907,11.07,93,4.43,1.99
1588,1048860830,507745,872634,20260811,15.31,106,6.12,2.76
1589,1078938662,507805,872773,20260821,15.24,85,6.1,2.74
1590,1716755002,507919,872977,20260827,17.15,24,6.86,3.09
1591,3780790805,507867,872876,20260830,16.11,50,6.44,2.9
1592,1213018677,508009,873181,20260813,56.27,48,22.51,10.13
1593,2112670320,507737,872617,20260904,19.55,11,7.82,3.52
1594,27106928,508007,873179,20260829,32.65,72,13.06,5.88
1595,193138278,507866,872874,20260819,76.74,38,30.7,13.81
1596,3829805594,507920,872992,20260825,42.92,114,17.17,7.73
1597,88679025,507715,872554,20260828,58.4,83,23.36,10.51
1598,3334097103,507861,872867,20260813,18.79,75,7.52,3.38
1599,1820232806,507821,872800,20260829,20.38,60,8.15,3.67
1601,583179106,507919,872977,20260816,18.51,86,7.4,3.33
1602,1730374469,507983,873114,20260811,27.29,19,10.92,4.91
1603,976077532,507996,873159,20260812,19.16,23,7.66,3.45
1604,2098601544,508016,873192,20260829,12.1,91,4.84,2.18
1605,3629021698,507806,872777,20260826,14.65,60,5.86,2.64
1606,2141270012,507921,872994,20260904,41.86,82,16.74,7.53
1607,578076443,507806,872777,20260906,21.51,48,8.6,3.87
1608,3529089147,507817,872792,20260814,34.14,37,13.66,6.15
1609,2535288990,507919,872981,20260825,45.27,12,18.11,8.15
1610,777404607,507921,872994,20260811,60.23,93,24.09,10.84
1611,3359955286,507738,872624,20260906,8.14,79,3.26,1.47
1612,3276223744,507867,872876,20260825,68.95,36,27.58,12.41
1613,329717986,507829,872812,20260905,55.23,11,22.09,9.94
1614,1013739675,507891,872917,20260816,11.54,102,4.62,2.08
1615,3515269185,507779,872724,20260819,74.89,47,29.96,13.48
1616,3515671109,507920,872989,20260825,78.67,12,31.47,14.16
1617,1903765309,507763,872671,20260814,9.89,25,3.96,1.78
1619,1105130576,507961,873060,20260829,69.5,49,27.8,12.51
1620,1862796069,507738,872623,20260907,64.86,11,25.94,11.67
1621,822276182,507868,872877,20260810,19.76,90,7.9,3.56
1622,3583491789,508012,873187,20260821,21.75,50,8.7,3.92
1623,2086763855,508004,873174,20260825,34.64,21,13.86,6.24
1624,2988857894,507738,872623,20260808,43.76,44,17.5,7.88
1626,4175892400,507919,872979,20260812,34.51,74,13.8,6.21
1628,4106198161,507920,872988,20260903,64.8,54,25.92,11.66
1629,2246587724,507780,872728,20260826,7.93,88,3.17,1.43
1630,3947175447,507742,872630,20260830,25.19,99,10.08,4.53
1631,4246566705,507814,872788,20260816,62.07,110,24.83,11.17
1632,2406906197,507866,872874,20260823,76.62,94,30.65,13.79
1633,2342870114,507826,872809,20260905,45.93,71,18.37,8.27
1634,3990423684,507806,872775,20260811,47.57,58,19.03,8.56
1635,3195418242,507919,872986,20260816,13.57,104,5.43,2.44
1637,2310771319,507829,872812,20260830,47.61,32,19.04,8.57
1638,4212511729,507866,872874,20260901,24.4,33,9.76,4.39
1639,2981852446,507819,872795,20260828,26.54,47,10.62,4.78
1640,2604008254,507919,872977,20260819,35.18,37,14.07,6.33
1641,3411295902,507812,872786,20260825,6.61,30,2.64,1.19
1642,1411082944,507763,872659,20260814,30.77,63,12.31,5.54
1643,3292558057,507920,872990,20260906,21.92,116,8.77,3.95
1644,1306901465,507736,872615,20260903,31.2,27,12.48,5.62
1645,1542308792,507990,873122,20260810,14.58,45,5.83,2.62
1646,2013652199,507743,872632,20260827,76.24,108,30.5,13.72
1647,3953938406,507859,872865,20260809,52.49,54,21.0,9.45
1648,3160490177,507807,872779,20260823,59.33,82,23.73,10.68
1649,338859155,507746,872636,20260815,68.13,62,27.25,12.26
1650,1898158856,507740,872628,20260822,44.88,111,17.95,8.08
1651,2806784117,507738,872624,20260814,11.95,39,4.78,2.15
1652,708106465,507811,872785,20260901,47.97,69,19.19,8.63
1653,3510562223,507804,872771,20260817,51.95,117,20.78,9.35
1654,2890788696,507737,872617,20260827,64.64,107,25.86,11.64
1655,2852161754,508021,873198,20260901,39.53,41,15.81,7.12
1657,1817106851,507809,872783,20260810,27.7,76,11.08,4.99
1658,3165281169,507763,872671,20260809,34.05,37,13.62,6.13
1659,3214801368,507920,872991,20260812,56.67,53,22.67,10.2
1660,208012571,507763,872668,20260905,50.66,88,20.26,9.12
1661,3793405522,508004,873174,20260905,33.49,50,13.4,6.03
1662,2676294914,507806,872776,20260828,83.92,72,33.57,15.11
1663,3358913346,507920,872989,20260814,53.46,32,21.38,9.62
1664,1704256293,507813,872787,20260809,23.98,113,9.59,4.32
1665,3170136948,507865,872871,20260816,13.14,84,5.26,2.37
1666,293165611,507779,872724,20260826,17.23,57,6.89,3.1
1667,3405869002,508017,873193,20260829,24.68,41,9.87,4.44
1668,88388004,508017,873193,20260820,17.85,66,7.14,3.21
1669,2111061203,507763,872668,20260906,19.93,109,7.97,3.59
1670,1749809256,507772,872715,20260903,27.81,42,11.12,5.01
1671,4284475945,507823,872804,20260827,18.87,33,7.55,3.4
1673,4072458557,508008,873180,20260824,11.42,43,4.57,2.06
1674,3180868241,507738,872623,20260812,46.96,65,18.78,8.45
1675,2227871410,507823,872804,20260903,37.83,37,15.13,6.81
1676,4254609336,508007,873179,20260825,83.59,46,33.44,15.05
1677,4210149057,507866,872873,20260815,13.96,16,5.58,2.51
1678,2832555298,507869,872878,20260813,36.83,77,14.73,6.63
1679,3537743009,507803,872770,20260821,82.56,46,33.02,14.86
1680,3170321265,507763,872658,20260817,74.24,65,29.7,13.36
1681,4284282641,508012,873187,20260812,70.37,74,28.15,12.67
1682,2911935712,508022,873199,20260901,25.63,74,10.25,4.61
1683,2440732419,507810,872784,20260905,18.67,56,7.47,3.36
1684,1622493229,507763,872665,20260905,58.49,29,23.4,10.53
1685,2550445,507822,872802,20260823,79.35,28,31.74,14.28
1686,2274105454,508015,873190,20260829,49.54,38,19.82,8.92
1687,856260268,507763,872669,20260831,50.73,83,20.29,9.13
1688,724773668,508004,873174,20260823,27.4,69,10.96,4.93
1689,821605548,507740,872628,20260906,66.56,27,26.62,11.98
1690,2989675793,507859,872864,20260825,19.96,101,7.98,3.59
1691,2184202973,507961,873060,20260823,30.89,44,12.36,5.56
1692,572216261,507919,872979,20260830,39.03,52,15.61,7.03
1693,2161138736,507865,872871,20260811,45.61,104,18.24,8.21
1694,1495425416,507746,872636,20260822,24.39,100,9.76,4.39
1695,3500332336,507930,873007,20260813,14.19,20,5.68,2.55
1696,2549941810,507829,872813,20260831,53.85,58,21.54,9.69
1697,838921744,507725,872601,20260830,28.09,47,11.24,5.06
1698,2607890459,507919,872977,20260824,51.5,73,20.6,9.27
1699,726260468,507921,872995,20260901,17.35,78,6.94,3.12
1700,688805067,507763,872666,20260811,43.49,17,17.4,7.83
1701,634799352,507919,872980,20260813,47.61,43,19.04,8.57
1702,3905012706,507863,872869,20260812,9.15,57,3.66,1.65
1703,3238271658,507919,872987,20260810,31.93,65,12.77,5.75
1704,1636272340,507771,872713,20260829,15.75,85,6.3,2.84
1705,3402889252,507919,872981,20260903,10.07,111,4.03,1.81
1706,3319327978,507780,872727,20260826,84.2,74,33.68,15.16
1708,3069624965,507817,872792,20260828,69.79,13,27.92,12.56
1709,3448491115,508019,873196,20260906,25.37,118,10.15,4.57
1710,1591635755,507983,873114,20260824,59.52,59,23.81,10.71
1712,2613706652,507920,872989,20260904,52.65,39,21.06,9.48
1713,3224390541,507919,872981,20260822,42.73,97,17.09,7.69
1714,3723181987,508012,873187,20260906,37.95,68,15.18,6.83
1715,3766889207,507816,872791,20260824,32.91,76,13.16,5.92
1716,3744012426,507825,872808,20260905,79.36,84,31.74,14.28
1717,809235849,507810,872784,20260825,71.45,54,28.58,12.86
1718,281243912,507763,872661,20260827,82.2,13,32.88,14.8
1719,375776589,507819,872795,20260906,14.94,35,5.98,2.69
1720,3747318486,507919,872985,20260823,63.47,36,25.39,11.42
1721,2615995142,507810,872784,20260824,80.07,55,32.03,14.41
1722,735397044,507920,872988,20260903,19.5,116,7.8,3.51
1723,2695294556,508005,873175,20260829,10.32,73,4.13,1.86
1725,3712059375,507866,872874,20260823,50.96,115,20.38,9.17
1726,1942715298,507829,872812,20260819,72.35,60,28.94,13.02
1727,3721616877,507738,872624,20260901,16.18,59,6.47,2.91
1728,2109975941,507922,872996,20260819,68.62,15,27.45,12.35
1729,3814673140,507826,872809,20260816,21.13,68,8.45,3.8
1730,1604309236,507780,872728,20260823,18.09,24,7.24,3.26
1731,318385721,507921,872994,20260902,18.14,39,7.26,3.27
1732,1424907744,507806,872775,20260824,70.17,51,28.07,12.63
1733,1915019859,507861,872867,20260906,58.22,110,23.29,10.48
1734,4061450117,507814,872788,20260816,46.85,46,18.74,8.43
1735,1029870286,507829,872813,20260817,33.71,51,13.48,6.07
1736,373468861,507819,872795,20260829,75.18,110,30.07,13.53
1737,3178246773,508013,873188,20260828,36.4,44,14.56,6.55
1738,3468193226,507818,872793,20260820,70.33,96,28.13,12.66
1739,3707027725,508002,873172,20260907,40.13,15,16.05,7.22
1740,684113495,507724,872600,20260830,35.16,77,14.06,6.33
1741,2963480037,507933,873011,20260903,42.01,27,16.8,7.56
1742,1855936935,507801,872768,20260823,29.11,82,11.64,5.24
1743,1601631696,507763,872660,20260818,64.81,38,25.92,11.67
1745,1020420447,507892,872918,20260831,23.58,68,9.43,4.24
1746,1250172093,507921,872995,20260827,76.97,56,30.79,13.85
1747,1849833540,508002,873172,20260816,35.71,26,14.28,6.43
1748,3575658431,507809,872783,20260907,48.48,118,19.39,8.73
1749,3485940064,507920,872991,20260820,77.52,105,31.01,13.95
1750,2324197952,507921,872995,20260831,54.94,31,21.98,9.89
1751,3994197535,507919,872984,20260904,14.35,77,5.74,2.58
1752,289217774,507736,872615,20260902,80.19,78,32.08,14.43
1753,3637527317,507763,872662,20260822,55.22,46,22.09,9.94
1754,871873624,507820,872799,20260816,31.79,114,12.72,5.72
1755,2442030780,507806,872777,20260830,16.14,58,6.46,2.91
1756,1542853730,507891,872917,20260829,68.52,22,27.41,12.33
1757,3096281544,507810,872784,20260819,54.61,43,21.84,9.83
1758,1889933616,507823,872803,20260825,47.68,118,19.07,8.58
1759,3178546510,508008,873180,20260828,76.51,95,30.6,13.77
1760,1446325792,507865,872871,20260827,68.09,62,27.24,12.26
1761,4011148718,507920,872991,20260820,17.13,96,6.85,3.08
1762,970380428,508001,873171,20260812,29.94,60,11.98,5.39
1763,888762051,507959,873058,20260819,24.88,12,9.95,4.48
1764,1971859129,507859,872864,20260824,64.52,51,25.81,11.61
1765,3378143607,507919,872978,20260824,7.68,107,3.07,1.38
1766,2560747370,508000,873170,20260815,50.59,41,20.24,9.11
1767,41915865,507827,872810,20260822,66.0,118,26.4,11.88
1768,555577312,507861,872867,20260815,75.14,60,30.06,13.53
1769,1871202273,507919,872986,20260830,32.37,94,12.95,5.83
1770,543925303,507817,872792,20260812,70.7,55,28.28,12.73
1771,2010325678,507823,872803,20260821,13.85,117,5.54,2.49
1772,2239905296,507812,872786,20260815,72.72,30,29.09,13.09
1774,3288660191,507763,872669,20260820,36.78,20,14.71,6.62
1775,2207980588,507802,872769,20260814,68.78,112,27.51,12.38
1776,1092533697,507824,872805,20260820,16.99,77,6.8,3.06
1777,2996643745,507763,872669,20260830,23.34,10,9.34,4.2
1778,1255098471,507983,873114,20260814,62.78,101,25.11,11.3
1779,2817155674,507791,872757,20260906,62.6,72,25.04,11.27
1780,949960017,507802,872769,20260902,56.29,33,22.52,10.13
1781,3432931129,507806,872776,20260815,60.52,108,24.21,10.89
1782,2696466166,507920,872993,20260829,48.42,22,19.37,8.72
1783,3620422002,507818,872793,20260907,25.14,107,10.06,4.53
1784,1217149793,508011,873186,20260820,32.66,20,13.06,5.88
1785,2215401623,507958,873057,20260817,19.53,109,7.81,3.52
1786,1540366511,508013,873188,20260903,77.68,60,31.07,13.98
1787,833770991,507820,872796,20260811,51.67,26,20.67,9.3
1788,4234524948,507763,872664,20260827,37.07,108,14.83,6.67
1789,2367026412,507802,872769,20260810,41.96,91,16.78,7.55
1790,3810984257,507820,872799,20260826,80.78,113,32.31,14.54
1791,3945110201,507807,872780,20260809,17.27,95,6.91,3.11
1792,2259841285,507863,872869,20260811,51.9,33,20.76,9.34
1793,2473054505,507780,872727,20260820,45.47,28,18.19,8.18
1794,187054077,507822,872802,20260905,53.92,46,21.57,9.71
1795,2037272911,507725,872601,20260815,6.45,112,2.58,1.16
1796,2424347956,507961,873060,20260825,74.77,94,29.91,13.46
1797,3881424196,507763,872671,20260817,79.57,17,31.83,14.32
1798,2595253994,507818,872793,20260831,50.21,37,20.08,9.04
1799,2444774395,507741,872629,20260815,60.73,14,24.29,10.93
1800,1879309728,507743,872632,20260830,78.8,26,31.52,14.18
1801,3039767793,508001,873171,20260822,61.58,110,24.63,11.08
1802,426060351,507820,872798,20260810,17.2,45,6.88,3.1
1804,867631437,507921,872995,20260823,53.54,73,21.42,9.64
1805,893044658,507763,872665,20260904,38.93,100,15.57,7.01
1806,3339254458,507725,872601,20260820,63.92,107,25.57,11.51
1807,2698749101,508005,873176,20260817,79.75,20,31.9,14.35
1808,1565949824,507820,872796,20260825,79.05,63,31.62,14.23
1809,3534592045,507920,872990,20260824,41.07,54,16.43,7.39
1810,1699249371,507920,872992,20260814,14.06,56,5.62,2.53
1811,3132201766,507919,872982,20260829,83.79,21,33.52,15.08
1812,3638783813,507829,872813,20260829,72.11,30,28.84,12.98
1813,3757256757,507791,872757,20260825,14.97,20,5.99,2.69
1814,2116455568,507743,872632,20260901,78.67,112,31.47,14.16
1815,1830362086,507812,872786,20260826,74.59,101,29.84,13.43
1816,3355467033,507920,872992,20260812,46.51,14,18.6,8.37
1817,1532393195,507763,872668,20260812,52.3,90,20.92,9.41
1819,496166481,507890,872915,20260904,9.38,29,3.75,1.69
1820,1114177465,507921,872995,20260824,31.82,50,12.73,5.73
1821,2966698776,507763,872657,20260812,69.23,55,27.69,12.46
1822,3049778891,508007,873179,20260822,5.37,21,2.15,0.97
1823,1573775015,507743,872632,20260830,31.68,79,12.67,5.7
1824,3894237607,507763,872677,20260816,36.85,26,14.74,6.63
1825,1156266458,507763,872677,20260825,47.99,28,19.2,8.64
1826,928551682,508004,873174,20260810,78.59,35,31.44,14.15
1827,969613929,507822,872802,20260907,32.71,57,13.08,5.89
1828,4147193852,507763,872660,20260821,32.76,117,13.1,5.9
1829,471302032,507811,872785,20260812,64.0,117,25.6,11.52
1830,3969491088,507763,872669,20260826,41.18,61,16.47,7.41
1831,2131348324,508002,873172,20260810,22.97,105,9.19,4.13
1832,2209294682,507919,872976,20260907,41.2,79,16.48,7.42
1833,784267844,508017,873193,20260810,16.27,64,6.51,2.93
1834,1905647435,508013,873188,20260811,19.11,109,7.64,3.44
1835,3844127993,508020,873197,20260826,44.87,111,17.95,8.08
1836,2434263538,507807,872779,20260827,38.51,84,15.4,6.93
1838,504531173,507866,872874,20260830,33.99,71,13.6,6.12
1839,2138640919,507919,872985,20260826,51.45,97,20.58,9.26
1840,3787742417,507919,872983,20260812,55.58,32,22.23,10.0
1841,2783384673,507821,872800,20260903,6.05,24,2.42,1.09
1842,362785096,508011,873186,20260827,58.08,36,23.23,10.45
1843,1805039818,507919,872979,20260822,19.24,84,7.7,3.46
1844,2890203512,507823,872803,20260814,81.89,73,32.76,14.74
1845,3804102678,508005,873175,20260817,16.89,90,6.76,3.04
1846,4028066661,508020,873197,20260902,38.17,60,15.27,6.87
1847,2694694371,507745,872634,20260904,11.83,62,4.73,2.13
1848,2231972131,508018,873194,20260821,84.75,87,33.9,15.26
1849,1753643549,507763,872664,20260830,45.18,100,18.07,8.13
1850,2506773285,507806,872774,20260907,52.63,91,21.05,9.47
1851,3973342609,508022,873199,20260901,10.37,101,4.15,1.87
1852,1861938369,507806,872775,20260814,65.0,60,26.0,11.7
1853,939846965,507815,872789,20260812,21.79,56,8.72,3.92
1855,257114472,507771,872714,20260812,21.41,16,8.56,3.85
1856,1688139895,507809,872783,20260825,20.26,118,8.1,3.65
1857,1470860692,507779,872726,20260904,7.92,44,3.17,1.43
1858,3115228411,508001,873171,20260823,42.77,57,17.11,7.7
1859,3852980851,507763,872658,20260817,50.19,82,20.08,9.03
1860,1832618500,507771,872714,20260902,10.26,81,4.1,1.85
1862,3529715961,507892,872918,20260815,41.26,90,16.5,7.43
1863,1637494013,507919,872985,20260901,46.95,90,18.78,8.45
1864,2766814394,508013,873188,20260826,40.26,106,16.1,7.25
1865,1725797679,507920,872990,20260831,37.06,105,14.82,6.67
1866,965741111,507820,872798,20260907,49.77,81,19.91,8.96
1867,3848379537,507739,872626,20260811,17.42,28,6.97,3.14
1868,2695431392,507807,872781,20260827,19.55,72,7.82,3.52
1869,1633925116,507820,872797,20260903,73.94,47,29.58,13.31
1870,1937180868,507820,872796,20260828,80.69,76,32.28,14.52
1871,2233240471,507919,872986,20260814,34.86,68,13.94,6.27
1872,716089649,507763,872657,20260812,26.66,78,10.66,4.8
1873,2231535952,507807,872781,20260831,56.52,22,22.61,10.17
1874,145596678,507815,872789,20260814,37.7,56,15.08,6.79
1875,1401115462,508022,873199,20260814,7.03,119,2.81,1.27
1876,1827087383,508011,873186,20260902,17.49,70,7.0,3.15
1878,326307729,507919,872978,20260823,57.71,89,23.08,10.39
1879,1317349815,507763,872668,20260816,7.17,105,2.87,1.29
1880,285134809,507996,873159,20260819,22.76,31,9.1,4.1
1881,1464261339,507807,872779,20260902,23.49,102,9.4,4.23
1882,1924433508,507763,872677,20260812,58.75,95,23.5,10.58
1883,634190186,507816,872791,20260818,6.58,52,2.63,1.18
1884,3599554484,507763,872675,20260814,13.33,76,5.33,2.4
1886,3192319297,507745,872634,20260902,19.28,19,7.71,3.47
1888,2564533304,507823,872803,20260816,24.05,73,9.62,4.33
1889,1670988240,508013,873188,20260905,12.96,30,5.18,2.33
1890,549801008,508005,873175,20260810,24.45,89,9.78,4.4
1891,1601642760,507820,872797,20260810,62.78,85,25.11,11.3
1892,781165121,507919,872982,20260818,73.46,75,29.38,13.22
1893,735380406,507763,872670,20260810,71.42,50,28.57,12.86
1894,1872207256,507920,872989,20260904,36.77,33,14.71,6.62
1895,3644082876,507822,872802,20260823,58.45,44,23.38,10.52
1896,1901328324,507891,872917,20260820,21.4,65,8.56,3.85
1897,1226056663,507817,872792,20260823,28.45,39,11.38,5.12
1898,996653052,507929,873006,20260812,76.71,66,30.68,13.81
1899,2622562751,507990,873122,20260816,6.04,103,2.42,1.09
1900,251962100,507922,872996,20260828,11.84,56,4.74,2.13
1901,469528852,507919,872982,20260831,21.63,44,8.65,3.89
1902,1998648085,507763,872659,20260825,7.12,28,2.85,1.28
1903,2698766973,508015,873190,20260823,19.51,17,7.8,3.51
1904,3962018598,507740,872628,20260825,51.64,35,20.66,9.3
1905,3061990981,507919,872980,20260814,38.71,113,15.48,6.97
1906,1619170031,507825,872808,20260902,76.41,80,30.56,13.75
1907,2748692984,508016,873192,20260824,70.4,39,28.16,12.67
1908,1498809508,507812,872786,20260831,32.35,16,12.94,5.82
1909,3066512870,507738,872623,20260821,25.75,76,10.3,4.64
1910,2056957294,507763,872662,20260820,35.38,74,14.15,6.37
1911,2329574069,507807,872780,20260813,52.22,45,20.89,9.4
1912,2089438407,508007,873179,20260822,26.45,34,10.58,4.76
1913,1638863010,508011,873186,20260907,54.93,46,21.97,9.89
1914,3001068056,507737,872617,20260820,37.75,10,15.1,6.8
1915,2053534111,507816,872791,20260824,49.16,24,19.66,8.85
1916,3015470222,508007,873179,20260817,39.89,46,15.96,7.18
1917,2502276687,507740,872628,20260901,28.56,22,11.42,5.14
1919,548975242,507920,872990,20260901,66.09,17,26.44,11.9
1920,3325059552,507933,873011,20260813,16.21,14,6.48,2.92
1921,4073108664,507919,872983,20260902,74.48,69,29.79,13.41
1922,3503994392,507819,872795,20260820,43.99,82,17.6,7.92
1923,1773168687,507780,872728,20260905,76.56,10,30.62,13.78
1924,2162674659,508009,873181,20260811,68.99,45,27.6,12.42
1925,2148321901,507919,872981,20260822,39.02,44,15.61,7.02
1926,814374149,507921,872995,20260906,6.8,75,2.72,1.22
1927,2544924933,507763,872662,20260822,26.49,72,10.6,4.77
1928,134024402,507920,872990,20260813,48.33,113,19.33,8.7
1929,415439184,507859,872865,20260815,55.68,32,22.27,10.02
1930,2618560235,507892,872918,20260826,25.63,18,10.25,4.61
1931,3761988587,507828,872811,20260826,16.15,43,6.46,2.91
1932,3490631910,507825,872808,20260828,71.79,55,28.72,12.92
1933,2200451658,507763,872665,20260905,83.75,87,33.5,15.08
1934,756284397,507772,872715,20260826,47.06,13,18.82,8.47
1935,3251985993,507827,872810,20260812,18.73,39,7.49,3.37
1936,4020356757,507895,872922,20260902,26.78,104,10.71,4.82
1937,2520579275,507922,872996,20260904,6.47,111,2.59,1.16
1938,4247026266,507820,872797,20260907,78.14,84,31.26,14.07
1939,1325246537,507890,872915,20260814,14.42,108,5.77,2.6
1940,4012952499,508000,873170,20260827,51.12,81,20.45,9.2
1941,2712363974,507739,872627,20260825,26.92,12,10.77,4.85
1942,40672906,507919,872986,20260815,49.33,23,19.73,8.88
